Number of elements: 2167 
Elements name, Alias, Datatype, Variable group name, Initial value, type of element, comment 
DEVICE1.FBU_LD.PROG1.YPOISKM,”œŒ»— Ã,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YSTOPP,”—“Œœœ,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YVBYP210,”¬¡”œ210,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YOKYSNA,”Œ ”—Õ¿,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X057_33,’057_33,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X057_22,’057_22,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X056_32,’056_32,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X056_10,’056_10,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YVD2,”¬ƒ2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X049_36,’049_36,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X049_25,’049_25,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X049_14,’049_14,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X049_3,’049_3,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X048_24,’048_24,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X048_4,’048_4,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X047_34,’047_34,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X047_12,’047_12,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X047_23,’047_23,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X046_6,’046_6,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YOKYD5,”Œ ”ƒ5,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X046_33,’046_33,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X046_22,’046_22,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X045_10,’045_10,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X045_7,’045_7,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X044_8,’044_8,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X044_31,’044_31,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X034_32,’034_32,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X034_10,’034_10,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X034_7,’034_7,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YP1PWA1,”œ1œÿ¿1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YP1PW4BS,”œ1œÿ4¡—,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X028_37,’028_37,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YPPP3_2,”œœœ3_2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X028_26,’028_26,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X028_15,’028_15,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X028_2,’028_2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X025_5,’025_5,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X024_33,’024_33,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X024_22,’024_22,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X024_11,’024_11,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X024_6,’024_6,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X022_31,’022_31,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X022_8,’022_8,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YBLRRYTM,”¡À––”“Ã,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YASONTM,”¿—ŒÕ“Ã,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YTREVBYTM,”“–≈¬¡”“Ã,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X018_38,’018_38,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X018_27,’018_27,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X018_16,’018_16,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X017_26,’017_26,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X017_2,’017_2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X016_25,’016_25,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X016_14,’016_14,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YMVM,”Ã¬Ã,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X016_3,’016_3,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X015_24,’015_24,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X015_13,’015_13,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X015_4,’015_4,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X014_34,’014_34,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X014_23,’014_23,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X014_5,’014_5,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X012_32,’012_32,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X012_10,’012_10,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X012_7,’012_7,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X011_31,’011_31,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X011_20,’011_20,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X011_8,’011_8,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X008_39,’008_39,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X008_28,’008_28,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YCPM1,”÷œÃ1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X008_17,’008_17,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YMKO1,”Ã Œ1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H3247,H3247,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XRK8B,X– 8B,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H3236,H3236,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H320D,H320D,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H3203,H3203,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X3KY50,’3 ”50,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XRK7A,X– 7A,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.KYBY25, ”¡”25,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XRK9C,X– 9C,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H2202,H2202,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H2268,H2268,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H2279,H2279,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.KYBY36, ”¡”36,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H4215,H4215,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H4204,H4204,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H1223,H1223,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H1212,H1212,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H120B,H120B,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H121C,H121C,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X2KY5B,’2 ”5B,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X2KY4A,’2 ”4A,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZPNDK2,ZœÕƒ 2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X2KY62,’2 ”62,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X2KY40,’2 ”40,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZPND6,ZœÕƒ6,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X2KY73,’2 ”73,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZVD3,Z¬ƒ3,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X2KY7D,’2 ”7D,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZPW4BS,Zœÿ4¡—,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZPP4,Zœœ4,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YPPP4_1,”œœœ4_1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YMPP1_1,”Ãœœ1_1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZBLRRY,Z¡À––”,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.F1P1_2,F1œ1_2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZROBIVK,Z–Œ¡»¬ ,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XBLVKL,’¡À¬ À,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XRK92,X– 92,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZRKO,Z– Œ,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZSTT2,Z—““2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XRK81,X– 81,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XRK70,X– 70,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.SGK2,S√ 2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.__OBNFR,__OBNFR,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.SRNSO,S–Õ—Œ,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.__VRDO,__VRDO,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.__OD56,__OD56,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.__OD34,__OD34,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.__OD12,__OD12,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XRK7S,’– 7—,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.__NONASO,__NONASO,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XB1P2,’B1œ2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XA1P1,’A1œ1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XB1O1,’B1Œ1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XB2P1,’B2œ1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X067_22,’067_22,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X066_10,’066_10,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X066_9,’066_9,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YSL2M,”—À2Ã,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X064_30,’064_30,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X057_34,’057_34,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X057_12,’057_12,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.RDNS1,–ƒÕ—1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X056_22,’056_22,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X056_11,’056_11,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X056_8,’056_8,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X056_33,’056_33,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XBOPIT,’¡Œœ»“,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YVD3,”¬ƒ3,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X049_37,’049_37,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X049_26,’049_26,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X049_15,’049_15,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XRD2DK1,’–ƒ2ƒ 1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X049_4,’049_4,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XRD1D1,’–ƒ1ƒ1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X048_25,’048_25,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X048_5,’048_5,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X047_35,’047_35,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X047_13,’047_13,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X047_6,’047_6,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X047_24,’047_24,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YKYDK1,” ”ƒ 1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X046_7,’046_7,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YOKYD6,”Œ ”ƒ6,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X046_34,’046_34,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X046_23,’046_23,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X045_22,’045_22,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X045_11,’045_11,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X045_8,’045_8,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X044_32,’044_32,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X036_6,’036_6,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YPW2BS_TM,”œÿ2¡—_“Ã,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X034_33,’034_33,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X034_11,’034_11,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X034_8,’034_8,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YP1PWA2,”œ1œÿ¿2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X034_22,’034_22,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YP2PWA1,”œ2œÿ¿1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.Z1PW2BS,Z1œÿ2¡—,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X028_38,’028_38,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YPPP4_2,”œœœ4_2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X028_27,’028_27,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X028_16,’028_16,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X028_3,’028_3,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YMPP1_2,”Ãœœ1_2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X025_6,’025_6,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X024_34,’024_34,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X024_23,’024_23,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X024_12,’024_12,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X024_7,’024_7,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X022_32,’022_32,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.Y1P1_2TM,”1œ1_2“Ã,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X022_10,’022_10,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X022_9,’022_9,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X020_30,’020_30,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YKO1A,” Œ1A,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YVKISMINYS27,”¬ »—Ã»Õ”—27,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X019_1,’019_1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X018_39,’018_39,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X018_28,’018_28,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X018_17,’018_17,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X017_38,’017_38,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X017_27,’017_27,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X017_3,’017_3,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YTSKO,”“— Œ,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X016_26,’016_26,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X016_15,’016_15,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X016_4,’016_4,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X015_25,’015_25,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X015_14,’015_14,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X014_35,’014_35,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X014_24,’014_24,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X014_6,’014_6,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X012_33,’012_33,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X012_22,’012_22,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X012_8,’012_8,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YRKO,”– Œ,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X011_32,’011_32,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XOPRD,’Œœ–ƒ,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X011_10,’011_10,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X011_9,’011_9,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YP1P1_2,”œ1œ1_2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X008_29,’008_29,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YCPM2,”÷œÃ2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X008_18,’008_18,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YMKO2,”Ã Œ2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X,’,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H3259,H3259,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X3KY4A,’3 ”4A,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H3248,H3248,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XRK8C,X– 8C,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X3KY40,’3 ”40,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H3237,H3237,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H3204,H3204,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X3KY51,’3 ”51,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XRK6A,X– 6A,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XRK7B,X– 7B,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.KYBY26, ”¡”26,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H2258,H2258,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H2203,H2203,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H2214,H2214,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XRK9D,X– 9D,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H221E,H221E,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H220D,H220D,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.KYBY37, ”¡”37,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H2269,H2269,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H4205,H4205,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H4216,H4216,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.H1213,H1213,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X2KY30,’2 ”30,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X2KY7V,’2 ”7¬,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZPNDK3,ZœÕƒ 3,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X2KY5C,’2 ”5C,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X2KY4B,’2 ”4B,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X2KY63,’2 ”63,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X2KY41,’2 ”41,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X2KY74,’2 ”74,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZVD4,Z¬ƒ4,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X2KY3A,’2 ”3A,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X2KY7E,’2 ”7E,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YMPK21_1,”Ãœ 21_1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YMPP2_1,”Ãœœ2_1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X1KY20,’1 ”20,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.F1P1_3,F1œ1_3,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.F2P1_2,F2œ1_2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XVM51,’¬Ã51,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XRBLVKL,’–¡À¬ À,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XOTKLT,’Œ“ À“,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.SSTT18,S—““18,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XRK71,X– 71,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZMKO1,ZÃ Œ1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XRK60,X– 60,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.ZCPM1,Z÷œÃ1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.SGK3,S√ 3,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.__P2BHP,__P2BHP,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1._ZRASO,_Z–¿—Œ,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1._ASONV,_¿—ŒÕ¬,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.__VKRASO,__VKRASO,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1._ZVRASO,_Z¬–¿—Œ,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XA1P2,’A1œ2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XB1O2,’B1Œ2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XB2P2,’B2œ2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XA1O1,’A1Œ1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XA2P1,’A2œ1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XB2O1,’B2Œ1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X067_23,’067_23,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X065_10,’065_10,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YSL1M,”—À1Ã,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X064_31,’064_31,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YOBE2PBS,”Œ¡›2œ¡—,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X063_30,’063_30,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X063_41,’063_41,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X057_35,’057_35,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X057_24,’057_24,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X057_8,’057_8,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X057_13,’057_13,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.RDNS2,–ƒÕ—2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X056_23,’056_23,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YPOS2P,”œŒ—2œ,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X056_12,’056_12,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X056_9,’056_9,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X052_30,’052_30,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X052_41,’052_41,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YNVIPD1,”Õ¬»œƒ1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YVD4,”¬ƒ4,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YBLDO,”¡ÀƒŒ,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X049_38,’049_38,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X049_27,’049_27,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XRD2DK2,’–ƒ2ƒ 2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X049_16,’049_16,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XRD1DK1,’–ƒ1ƒ 1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X049_5,’049_5,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XRD1D2,’–ƒ1ƒ2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.XRD2D1,’–ƒ2ƒ1,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X048_26,’048_26,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X048_6,’048_6,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X047_36,’047_36,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X047_14,’047_14,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X047_7,’047_7,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X047_25,’047_25,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.YKYDK2,” ”ƒ 2,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X046_8,’046_8,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X046_35,’046_35,BOOL,,,1,0,""
DEVICE1.FBU_LD.PROG1.X046_24,’046_24,BOOL,,,1,0,""
